2024-08-30 17:17:03,1,0,0
2024-08-30 17:17:17,0,2,1
2024-08-30 17:17:30,1,1,0
2024-08-30 17:17:43,0,0,0
2024-08-30 17:17:56,0,1,1
2024-08-30 17:18:09,1,0,0
2024-08-30 17:18:22,1,0,0
2024-08-30 17:18:35,0,0,0
2024-08-30 17:18:48,0,0,1
2024-08-30 17:19:01,1,0,0
